exIdx	themeGiven	recipientGiven	themeDefinite	recipientDefinite	verbSense	themeAnimacy	recipientAnimacy	isDative	ableToTiebreak	verbLemma	themePronominal	recipientPronominal	themeLength	recipientLength	themeNumber	recipientNumber	structure	verbClass	recipientPerson	themePerson	previousStructure
2142220	Not Given	Given	Definite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	refund	FALSE	TRUE	2	1	Sing	NA	DO	GIVE	second	third	None
2143036	Not Given	Given	Indefinite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	allot	FALSE	FALSE	5	7	Sing	Plur	PP	FUTURE HAVING	third	third	None
2143504	Not Given	Not Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	chuck	TRUE	FALSE	1	6	Sing	Sing	PP	THROWING	third	third	None
2146960	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	pay	FALSE	TRUE	1	2	Sing	Sing	PP	GIVE	third	third	None
2149444	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Organization	TRUE	TRUE	e-mail	FALSE	TRUE	8	1	Plur	Plur	DO	COMMUNICATION INSTRUMENT	first	third	None
2149785	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	e-mail	FALSE	TRUE	6	1	Sing	Plur	DO	COMMUNICATION INSTRUMENT	first	third	None
2150014	Not Given	Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	read	FALSE	TRUE	3	2	Plur	Sing	PP	MESSAGE TRANSFER	third	third	None
2153340	Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	teach	FALSE	TRUE	2	1	Sing	NA	DO	MESSAGE TRANSFER	second	third	None
2154322	Not Given	Not Given	Definite	Definite	Transfer Posession	Concrete	Organization	TRUE	TRUE	bequeath	FALSE	FALSE	5	21	Sing	Sing	PP	FUTURE HAVING	third	third	None
2154686	Not Given	Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	refund	FALSE	TRUE	9	1	Sing	Plur	DO	GIVE	first	third	None
2155049	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	allot	FALSE	FALSE	9	3	Sing	Plur	PP	FUTURE HAVING	third	third	None
2155105	Not Given	Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	e-mail	FALSE	TRUE	3	1	Plur	Plur	DO	COMMUNICATION INSTRUMENT	third	third	None
2156539	Not Given	Not Given	Indefinite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	smuggle	FALSE	FALSE	1	5	Plur	Plur	PP	SEND	third	third	None
2157367	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	guarantee	FALSE	FALSE	10	1	Plur	Plur	DO	FUTURE HAVING	third	third	None
2158690	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	promise	FALSE	FALSE	4	3	Sing	Sing	PP	FUTURE HAVING	third	third	None
2158720	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	tell	FALSE	TRUE	1	1	Sing	Sing	DO	MESSAGE TRANSFER	first	third	None
2159065	Not Given	Given	Indefinite	Definite	Abstract	Time	Human	TRUE	TRUE	allot	FALSE	TRUE	6	1	Sing	Sing	DO	FUTURE HAVING	second	third	None
2159168	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Organization	TRUE	TRUE	concede	FALSE	FALSE	1	16	Sing	Sing	PP	FUTURE HAVING	third	third	None
2159545	Not Given	Not Given	Definite	Indefinite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	extend	FALSE	FALSE	2	5	Sing	Sing	PP	FUTURE HAVING	third	third	None
2159935	Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	sell	FALSE	TRUE	3	1	Sing	Sing	DO	GIVE	first	third	None
2159977	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	write	FALSE	TRUE	2	1	Sing	Sing	DO	MESSAGE TRANSFER	first	third	None
2161194	Not Given	Not Given	Indefinite	Indefinite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	wire	FALSE	FALSE	1	6	Sing	Sing	PP	COMMUNICATION INSTRUMENT	third	third	None
2161225	Not Given	Not Given	Definite	Indefinite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	lend	FALSE	FALSE	4	14	Sing	Sing	PP	GIVE	third	third	None
2162319	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	allocate	FALSE	TRUE	6	1	Sing	Sing	DO	FUTURE HAVING	second	third	None
2163265	Not Given	Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	grant	FALSE	TRUE	11	1	Sing	Plur	DO	FUTURE HAVING	first	third	PP
2165217	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	promise	FALSE	FALSE	2	5	Sing	Sing	PP	FUTURE HAVING	third	third	DO
2166636	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	e-mail	FALSE	TRUE	1	1	Plur	Sing	DO	COMMUNICATION INSTRUMENT	first	third	None
2168455	Not Given	Given	Definite	Definite	Communication	NotConcrete	Organization	TRUE	TRUE	e-mail	FALSE	TRUE	3	1	Sing	Plur	DO	COMMUNICATION INSTRUMENT	third	third	None
2169526	Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	send	FALSE	TRUE	21	1	Sing	Plur	DO	SEND	first	third	None
2169672	Given	Given	Definite	Definite	Communication	Concrete	Organization	TRUE	TRUE	fax	TRUE	TRUE	1	2	Sing	Plur	PP	COMMUNICATION INSTRUMENT	first	third	None
2169846	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	pose	FALSE	TRUE	3	2	Sing	NA	PP	MESSAGE TRANSFER	second	third	None
2171222	Given	Not Given	Definite	Definite	Communication	NotConcrete	Organization	TRUE	TRUE	feed	FALSE	FALSE	2	2	Sing	Sing	PP	GIVE	third	third	None
2172294	Given	Given	Definite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	ship	FALSE	TRUE	3	2	Plur	NA	PP	SEND	second	third	None
2174153	Given	Not Given	Definite	Indefinite	Future Posession	NotConcrete	Human	TRUE	TRUE	bequeath	FALSE	FALSE	2	3	Plur	Sing	PP	FUTURE HAVING	third	third	None
2176776	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	slip	FALSE	FALSE	3	1	Sing	Sing	DO	SEND	third	third	None
2177250	Given	Given	Definite	Definite	Transfer Posession	Human	Human	TRUE	TRUE	hand	TRUE	TRUE	1	2	Sing	Sing	PP	SEND	first	third	None
2178295	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	pass	FALSE	FALSE	1	5	Sing	Plur	PP	GIVE	third	third	None
2178569	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	punt	FALSE	FALSE	2	3	Plur	Sing	PP	THROWING	third	third	None
2178783	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	shoot	FALSE	TRUE	2	1	Sing	Sing	DO	THROWING	first	third	None
2179162	Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	grant	FALSE	FALSE	2	6	Sing	Sing	PP	FUTURE HAVING	third	third	PP
2181979	Not Given	Not Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	send	FALSE	TRUE	3	1	Sing	Plur	DO	SEND	third	third	None
2182418	Not Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	chuck	FALSE	TRUE	2	1	Plur	Sing	DO	THROWING	first	third	DO
2183605	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Organization	TRUE	TRUE	shoot	FALSE	TRUE	2	1	Sing	Plur	DO	THROWING	first	third	None
2185146	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	slip	FALSE	TRUE	2	1	Sing	Plur	DO	SEND	third	third	DO
2186721	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	roll	FALSE	FALSE	1	6	Sing	Sing	PP	SLIDE	third	third	None
2187107	Not Given	Not Given	Indefinite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	chuck	FALSE	FALSE	2	3	Sing	Plur	PP	THROWING	third	third	None
2189955	Given	Not Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	rent	FALSE	TRUE	2	1	Sing	NA	DO	GIVE	second	third	None
2191919	Given	Not Given	Indefinite	Definite	Abstract	Human	Organization	TRUE	TRUE	send	FALSE	FALSE	1	3	Plur	Sing	PP	SEND	third	third	None
2195007	Not Given	Not Given	Definite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	send	FALSE	FALSE	5	3	Plur	Plur	PP	SEND	third	third	None
2195941	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	lend	FALSE	FALSE	1	3	Plur	NA	PP	GIVE	third	third	None
2197309	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	throw	FALSE	FALSE	1	3	Sing	Sing	PP	THROWING	third	third	None
2197468	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	pass	FALSE	FALSE	1	3	Plur	Sing	PP	GIVE	third	third	None
2198732	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	teach	FALSE	TRUE	4	1	Plur	NA	DO	MESSAGE TRANSFER	second	third	None
2202934	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	offer	FALSE	FALSE	30	2	Sing	Plur	DO	FUTURE HAVING	third	third	DO
2203579	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	lend	FALSE	FALSE	2	1	Sing	Sing	DO	GIVE	third	third	None
2205695	Given	Not Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	lease	FALSE	FALSE	3	5	Sing	Plur	PP	GIVE	third	third	None
2207270	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Mix	NotConcrete	TRUE	TRUE	pay	FALSE	FALSE	4	3	Sing	Sing	PP	GIVE	third	third	None
2209137	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Concrete	TRUE	TRUE	lend	FALSE	TRUE	4	1	Sing	Plur	DO	GIVE	third	third	None
2210454	Given	Not Given	Definite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	grant	FALSE	FALSE	3	6	Sing	Plur	PP	FUTURE HAVING	third	third	None
2210933	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	render	FALSE	FALSE	2	3	Sing	Plur	PP	GIVE	third	third	None
2211412	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	send	FALSE	TRUE	2	1	Sing	NA	DO	SEND	second	third	None
2214338	Given	Not Given	Definite	Definite	Communication	NotConcrete	NotConcrete	TRUE	TRUE	preach	FALSE	FALSE	2	3	Sing	Sing	PP	MESSAGE TRANSFER	third	third	None
2214977	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	hand	FALSE	TRUE	5	1	Plur	Sing	DO	SEND	first	third	None
2217863	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	slap	FALSE	FALSE	3	6	Sing	Sing	PP	THROWING	third	third	None
2219665	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	bequeath	FALSE	FALSE	3	7	Sing	Sing	PP	FUTURE HAVING	third	third	None
2220252	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	sneak	FALSE	FALSE	6	8	Sing	Sing	PP	SEND	third	third	None
2220973	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Machine	TRUE	TRUE	yield	FALSE	FALSE	1	2	Sing	Plur	PP	FUTURE HAVING	third	third	None
2227133	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	give	FALSE	TRUE	4	1	Sing	Sing	DO	GIVE	third	third	DO
2228612	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	pose	FALSE	FALSE	8	5	Sing	Sing	PP	MESSAGE TRANSFER	third	third	None
2229506	Not Given	Not Given	Indefinite	Definite	Abstract	Concrete	Human	TRUE	TRUE	throw	FALSE	FALSE	2	2	Plur	Sing	PP	THROWING	third	third	None
2229843	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	bequeath	FALSE	FALSE	4	14	Sing	Sing	PP	FUTURE HAVING	third	third	PP
2230886	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	feed	FALSE	TRUE	1	2	Plur	Plur	PP	GIVE	third	third	None
2232682	Not Given	Given	Indefinite	Definite	Future Posession	Concrete	Human	TRUE	TRUE	promise	FALSE	TRUE	5	1	Plur	Plur	DO	FUTURE HAVING	third	third	None
2234134	Not Given	Not Given	Indefinite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	flick	FALSE	FALSE	2	9	Sing	Sing	PP	THROWING	third	third	None
2234450	Not Given	Not Given	Definite	Indefinite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	refund	FALSE	FALSE	9	4	Sing	Sing	PP	GIVE	third	third	None
2237222	Given	Not Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	ship	FALSE	TRUE	2	2	Sing	NA	PP	SEND	second	third	DO
2237615	Not Given	Not Given	Definite	Indefinite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	relay	FALSE	FALSE	3	4	Plur	Plur	PP	MESSAGE TRANSFER	third	third	None
2240107	Not Given	Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	tip	FALSE	TRUE	2	2	Sing	NA	PP	THROWING	second	third	None
2241230	Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	ship	TRUE	TRUE	1	2	Sing	NA	PP	SEND	second	third	None
2241376	Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	toss	TRUE	TRUE	1	2	Sing	Sing	PP	THROWING	second	third	None
2241464	Given	Not Given	Definite	Definite	Transfer Posession	Human	Organization	TRUE	TRUE	trade	TRUE	FALSE	1	5	Sing	Plur	PP	GIVE	third	third	None
2241540	Not Given	Given	Indefinite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	signal	FALSE	FALSE	1	2	Sing	Plur	PP	COMMUNICATION INSTRUMENT	third	third	None
2241805	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	teach	FALSE	FALSE	3	2	Plur	Sing	DO	MESSAGE TRANSFER	third	third	None
2243256	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	toss	FALSE	FALSE	3	3	Sing	Sing	PP	THROWING	third	third	None
2243811	Not Given	Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	refund	FALSE	TRUE	2	1	Sing	NA	DO	GIVE	second	third	None
2244402	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	loan	FALSE	TRUE	3	1	Sing	Sing	DO	GIVE	third	third	None
2244471	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	grant	FALSE	TRUE	11	1	Plur	Plur	DO	FUTURE HAVING	third	third	None
2245837	Not Given	Given	Indefinite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	throw	FALSE	TRUE	4	1	Sing	NA	DO	THROWING	second	third	None
2246725	Given	Not Given	Definite	Indefinite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	assign	FALSE	FALSE	2	7	Sing	Sing	PP	FUTURE HAVING	third	third	None
2247616	Not Given	Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	quote	FALSE	TRUE	8	1	Sing	NA	DO	MESSAGE TRANSFER	second	third	None
2248998	Not Given	Given	Definite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	yield	FALSE	FALSE	4	2	Sing	Plur	PP	FUTURE HAVING	third	third	None
2250411	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	serve	FALSE	FALSE	2	4	Plur	Plur	PP	GIVE	third	third	None
2252780	Not Given	Not Given	Indefinite	Indefinite	Abstract	Human	Organization	TRUE	TRUE	assign	FALSE	FALSE	1	2	Plur	Plur	PP	FUTURE HAVING	third	third	None
2254571	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	flick	FALSE	FALSE	2	3	Sing	Sing	PP	THROWING	third	third	None
2255575	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Organization	TRUE	TRUE	telegraph	FALSE	FALSE	2	3	Plur	Sing	PP	COMMUNICATION INSTRUMENT	third	third	None
2257369	Not Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	toss	FALSE	TRUE	2	1	Sing	Sing	DO	THROWING	third	third	None
2258651	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	toss	FALSE	FALSE	2	3	Sing	NA	PP	THROWING	third	third	None
2260500	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	e-mail	FALSE	TRUE	3	1	Plur	Plur	DO	COMMUNICATION INSTRUMENT	third	third	PP
2264777	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	bequeath	FALSE	FALSE	7	4	Sing	Sing	PP	FUTURE HAVING	third	third	None
2265246	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	shoot	FALSE	TRUE	2	1	Sing	Sing	DO	THROWING	first	third	None
2265540	Not Given	Not Given	Indefinite	Indefinite	Communication	NotConcrete	Human	TRUE	TRUE	pitch	FALSE	FALSE	3	4	Sing	Sing	PP	THROWING	third	third	None
2267723	Not Given	Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	flick	FALSE	TRUE	2	2	Plur	Sing	PP	THROWING	first	third	None
2268015	Not Given	Not Given	Definite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	sell	FALSE	FALSE	2	3	Plur	Sing	PP	GIVE	third	third	None
2269082	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	preach	FALSE	FALSE	1	6	Sing	Plur	PP	MESSAGE TRANSFER	third	third	None
2269501	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	concede	FALSE	FALSE	1	2	Sing	Sing	PP	FUTURE HAVING	third	third	PP
2271333	Not Given	Given	Definite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	tip	FALSE	FALSE	2	3	Sing	Sing	PP	THROWING	third	third	None
2272937	Given	Given	Definite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	mail	FALSE	TRUE	2	1	Plur	Sing	DO	SEND	first	third	None
2274295	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	serve	FALSE	TRUE	8	1	Sing	Sing	DO	GIVE	first	third	None
2274685	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	grant	FALSE	FALSE	5	2	Sing	Sing	DO	FUTURE HAVING	third	third	None
2276799	Not Given	Given	Indefinite	Definite	Abstract	Concrete	Human	TRUE	TRUE	allot	FALSE	TRUE	6	1	Sing	Sing	DO	FUTURE HAVING	second	third	None
2277639	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	show	FALSE	TRUE	1	1	Sing	Sing	DO	MESSAGE TRANSFER	first	third	None
2278079	Not Given	Not Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	lob	TRUE	FALSE	1	13	Sing	Sing	PP	THROWING	third	third	None
2278423	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Concrete	Concrete	TRUE	TRUE	feed	FALSE	FALSE	6	2	Sing	Plur	DO	GIVE	third	third	None
2278606	Not Given	Not Given	Indefinite	Definite	Abstract	Concrete	Human	TRUE	TRUE	award	FALSE	TRUE	6	1	Sing	Sing	DO	FUTURE HAVING	first	third	None
2280120	Not Given	Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	grant	FALSE	TRUE	11	1	Sing	Sing	DO	FUTURE HAVING	first	third	None
2280233	Not Given	Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	guarantee	FALSE	TRUE	2	1	Sing	Sing	DO	FUTURE HAVING	first	third	None
2280971	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	bring	FALSE	TRUE	8	1	Sing	NA	DO	BRING/TAKE	second	third	None
2282112	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	shoot	FALSE	TRUE	2	1	Sing	Sing	DO	THROWING	first	third	None
2283431	Not Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	tell	FALSE	TRUE	9	1	NA	Plur	DO	MESSAGE TRANSFER	first	third	None
2283692	Not Given	Given	Definite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	wire	FALSE	FALSE	2	3	Sing	Sing	PP	COMMUNICATION INSTRUMENT	third	third	PP
2283951	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	smuggle	FALSE	TRUE	23	1	Sing	NA	DO	SEND	second	third	None
2286211	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	tip	FALSE	FALSE	2	12	Plur	Plur	PP	THROWING	third	third	None
2286910	Not Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	award	FALSE	FALSE	5	1	Sing	Sing	DO	FUTURE HAVING	third	third	None
2287520	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	grant	FALSE	TRUE	14	1	Sing	Sing	DO	FUTURE HAVING	third	third	None
2289323	Given	Given	Definite	Definite	Transfer Posession	Concrete	Organization	TRUE	TRUE	fax	FALSE	FALSE	4	3	Sing	Sing	PP	COMMUNICATION INSTRUMENT	third	third	None
2290205	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	assign	FALSE	FALSE	1	2	Sing	Plur	PP	FUTURE HAVING	third	third	None
2290254	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	post	FALSE	FALSE	2	5	Sing	Plur	PP	SEND	third	third	None
2290790	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	tip	FALSE	FALSE	2	3	Plur	Sing	PP	THROWING	third	third	None
2291094	Not Given	Not Given	Indefinite	Indefinite	Communication	NotConcrete	Human	TRUE	TRUE	signal	FALSE	FALSE	4	6	Plur	Plur	PP	COMMUNICATION INSTRUMENT	third	third	None
2291161	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Organization	TRUE	TRUE	chuck	FALSE	TRUE	2	1	Sing	Plur	DO	THROWING	first	third	None
2292160	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	promise	FALSE	TRUE	3	1	Sing	NA	DO	FUTURE HAVING	second	third	None
2293140	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	promise	FALSE	TRUE	2	1	Sing	Plur	DO	FUTURE HAVING	first	third	None
2293360	Given	Not Given	Definite	Indefinite	Communication	NotConcrete	Human	TRUE	TRUE	pitch	FALSE	FALSE	3	10	Plur	Sing	PP	THROWING	third	third	None
2296657	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Concrete	Organization	TRUE	TRUE	smuggle	FALSE	FALSE	3	3	Plur	Plur	PP	SEND	third	third	None
2296756	Not Given	Not Given	Indefinite	Definite	Abstract	Mix	Human	TRUE	TRUE	relay	FALSE	TRUE	7	2	Sing	Sing	PP	MESSAGE TRANSFER	third	third	None
2296763	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Organization	TRUE	TRUE	give	FALSE	TRUE	2	1	Sing	Plur	DO	GIVE	third	third	None
2298308	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Animal	TRUE	TRUE	sneak	FALSE	TRUE	2	1	Plur	Plur	DO	SEND	third	third	None
2298641	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	render	FALSE	FALSE	5	3	Sing	Sing	PP	GIVE	third	third	None
2301471	Not Given	Not Given	Indefinite	Indefinite	Future Posession	Concrete	Organization	TRUE	TRUE	will	FALSE	FALSE	6	2	Sing	Sing	PP	FUTURE HAVING	third	third	None
2303107	Given	Given	Indefinite	Definite	Communication	NotConcrete	Organization	TRUE	TRUE	write	FALSE	TRUE	3	1	Sing	Plur	DO	MESSAGE TRANSFER	first	third	DO
2303805	Given	Not Given	Definite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	concede	TRUE	FALSE	1	2	Sing	Sing	PP	FUTURE HAVING	third	third	None
2304347	Given	Not Given	Definite	Definite	Communication	Human	Human	TRUE	TRUE	pass	TRUE	FALSE	1	7	NA	Sing	PP	GIVE	third	second	DO
2305210	Given	Not Given	Definite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	sling	TRUE	FALSE	1	5	Sing	Sing	PP	THROWING	third	third	None
2305211	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	sling	FALSE	TRUE	1	2	Sing	NA	PP	THROWING	second	third	PP
2305832	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	leave	FALSE	TRUE	5	1	Sing	NA	DO	FUTURE HAVING	second	third	None
2307363	Not Given	Not Given	Indefinite	Definite	Abstract	Mix	Human	TRUE	TRUE	assign	FALSE	FALSE	3	8	Plur	Sing	PP	FUTURE HAVING	third	third	None
2308390	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	owe	FALSE	TRUE	2	1	Plur	Sing	DO	FUTURE HAVING	first	third	DO
2309092	Not Given	Not Given	Indefinite	Definite	Transfer Posession	NotConcrete	Organization	TRUE	TRUE	shoot	FALSE	TRUE	4	1	Sing	Plur	DO	THROWING	first	third	None
